"SITE_NO","RSQA_STUDY","STATION_NM","COUNTY_NM","STATE_CD","STATE_NM","STATE_ABBREV","RECORD_NO","AGENCY_CD","MEDIUM_CD_DESC","MEDIUM_CD_DEF","SAMPLE_START_DT","SAMPLE_START_TZ_DESC","SAMPLE_END_DT","SAMPLE_END_TZ_DESC","SAMPLE_START_LOCAL_DISP_FM","SAMPLE_START_UTC_DISP_FM","SAMPLE_END_LOCAL_DISP_FM","SAMPLE_END_UTC_DISP_FM","LOCAL_TZ_DESC","TM_DATUM_RLBLTY_CD","HYD_COND_CD","SAMP_TYPE_CD","HYD_EVENT_CD","TU_1_NM","BODY_PART_NM","METH_CD","METH_NM","RESULT_VA","RESULT_SG","RESULT_RD","REMARK_CD","RPT_LEV_VA","RPT_LEV_SG","RPT_LEV_CD","RPT_LEV_NM","PARM_CD","PARM_SEQ_GRP_NM","PARM_SEQ_GRP_DS","PARM_NM","LOAD_DT"
"01115110       ","NESQA","HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI","Providence County","44","Rhode Island","RI","01602177","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/1/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010801","201608011201","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","7.6","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 10:54:00 AM"
"01170095       ","NESQA","GREEN RIVER AT STEWARTVILLE, MA","Franklin County","25","Massachusetts","MA","01700259","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","10/6/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201610060901","201610061301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","9","1","1","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:55:00 AM"
"01187300       ","NESQA","HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford County","09","Connecticut","CT","01602174","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/10/2016 3:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608101001","201608101501","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Fillet","-9999","Null Value","74","2","2","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 10:54:00 AM"
"01187300       ","NESQA","HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford County","09","Connecticut","CT","01602174","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/10/2016 3:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608101001","201608101501","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Fillet","-9999","Null Value","74","2","2","","","","-9999 ","Null value - no value specified.","91104","Biological","Biological","Weight of organism","7/19/2019 10:54:00 AM"
"01187300       ","NESQA","HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford County","09","Connecticut","CT","01602174","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/10/2016 3:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608101001","201608101501","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Fillet","-9999","Null Value","6.4","2","4","","","","-9999 ","Null value - no value specified.","91105","Biological","Biological","Weight of tissue","7/19/2019 10:54:00 AM"
"01187300       ","NESQA","HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford County","09","Connecticut","CT","01602175","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/10/2016 3:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608101002","201608101502","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Organism, whole","-9999","Null Value","7.5","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 10:54:00 AM"
"01187300       ","NESQA","HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford County","09","Connecticut","CT","01602176","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/10/2016 3:03:00 PM","Eastern Standard Time","","Eastern Standard Time","201608101003","201608101503","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Fillet","-9999","Null Value","142","3","3","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:54:00 AM"
"01187300       ","NESQA","HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford County","09","Connecticut","CT","01602176","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/10/2016 3:03:00 PM","Eastern Standard Time","","Eastern Standard Time","201608101003","201608101503","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Fillet","-9999","Null Value","29.4","3","3","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 10:54:00 AM"
"01115110       ","NESQA","HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI","Providence County","44","Rhode Island","RI","01602178","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/1/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010901","201608011301","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Organism, whole","-9999","Null Value","90","2","2","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:54:00 AM"
"01170095       ","NESQA","GREEN RIVER AT STEWARTVILLE, MA","Franklin County","25","Massachusetts","MA","01700260","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","10/6/2016 1:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201610060902","201610061302","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","7.2","2","2","","","","-9999 ","Null value - no value specified.","72140","Biological","Biological","Organism length, maximum","7/19/2019 10:55:00 AM"
"01193500       ","NESQA","SALMON RIVER NEAR EAST HAMPTON, CT","Middlesex County","09","Connecticut","CT","01601723","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/19/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608191000","201608191500","","","Eastern Standard Time","K","4","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","9.1","2","2","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 10:51:00 AM"
"01187300       ","NESQA","HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford County","09","Connecticut","CT","01602174","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/10/2016 3:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608101001","201608101501","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Fillet","ALGOR","Computation by NWIS algorithm","74","4","3","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 10:54:00 AM"
"01115110       ","NESQA","HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI","Providence County","44","Rhode Island","RI","01602177","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/1/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010801","201608011201","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","40.5","3","3","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 10:54:00 AM"
"01193500       ","NESQA","SALMON RIVER NEAR EAST HAMPTON, CT","Middlesex County","09","Connecticut","CT","01600687","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","5/19/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201605191000","201605191500","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","7.9","2","2","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 10:42:00 AM"
"01193500       ","NESQA","SALMON RIVER NEAR EAST HAMPTON, CT","Middlesex County","09","Connecticut","CT","01601801","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","9/14/2016 4:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201609141130","201609141630","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","10.6","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 10:52:00 AM"
"01356190       ","NESQA","LISHA KILL NORTHWEST OF NISKAYUNA NY","Schenectady County","36","New York","NY","01703874","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","10/3/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201610031300","201610031800","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","194.1","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:21:00 AM"
"01362200       ","NESQA","ESOPUS CREEK AT ALLABEN NY","Ulster County","36","New York","NY","01602976","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040900","201608041400","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","990.6","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:18:00 AM"
"01170095       ","NESQA","GREEN RIVER AT STEWARTVILLE, MA","Franklin County","25","Massachusetts","MA","01700259","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","10/6/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201610060901","201610061301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","17.9","3","3","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 10:55:00 AM"
"01187300       ","NESQA","HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford County","09","Connecticut","CT","01602176","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/10/2016 3:03:00 PM","Eastern Standard Time","","Eastern Standard Time","201608101003","201608101503","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Fillet","-9999","Null Value","1","1","1","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:54:00 AM"
"01187300       ","NESQA","HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford County","09","Connecticut","CT","01602176","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/10/2016 3:03:00 PM","Eastern Standard Time","","Eastern Standard Time","201608101003","201608101503","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Fillet","-9999","Null Value","3.3","2","4","","","","-9999 ","Null value - no value specified.","91105","Biological","Biological","Weight of tissue","7/19/2019 10:54:00 AM"
